-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2022 
Location: Latitude  9.9189   Longitude 77.1025 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 711.18 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS2M,PRECTOTCORR
2012,5,4,23.16,92.56,0.52,7.71
2012,5,5,23.03,90.25,0.55,15.43
2012,5,6,23.6,82.31,0.46,2.03
2012,5,7,24.64,80.94,0.47,1.34
2012,5,8,24.15,83.81,0.44,8.1
2012,5,9,23.75,84.88,0.43,1.86
2012,5,10,24.01,83.12,0.4,0.84
2012,5,11,23.81,90.62,0.45,29.21
2012,5,12,23.64,89.5,0.52,12.57
2012,5,13,24.2,85.94,0.45,0.12
2012,5,14,24.29,88.06,0.43,0.01
2012,5,15,23.68,90.75,0.45,2.94
2012,5,16,24.31,86.38,0.38,1.11
2012,5,17,24.16,88.44,0.48,0.17
2012,5,18,24.21,89.31,0.38,1.12
2012,5,19,24.15,90.06,0.44,0.59
2012,5,20,23.87,88.62,0.32,0.29
2012,5,21,22.03,87.81,0.44,1.05
2012,5,22,22.87,89.25,0.5,0.38
2012,5,23,23.37,85.38,0.4,2.07
2012,5,24,23.58,88.31,0.48,1.24
2012,5,25,23.22,88.31,0.45,0.48
2012,5,26,23.2,88.75,0.5,0.9
2012,5,27,23.33,87.69,0.55,2.44
2012,5,28,23.7,87.38,0.55,0.47
2012,5,29,23.64,87.94,0.55,0.18
2012,5,30,23.78,87.0,0.61,0.13
2012,5,31,23.15,88.56,0.52,0.73
2012,6,1,23.08,86.0,0.45,0.3
2012,6,2,23.95,86.5,0.5,0.16
2012,6,3,24.28,87.12,0.59,6.7
2012,6,4,23.73,88.12,0.7,10.53
2012,6,5,22.87,87.0,0.66,6.44
2012,6,6,22.41,89.06,0.59,16.73
2012,6,7,21.78,90.12,0.6,9.51
2012,6,8,22.57,85.56,0.52,2.91
2012,6,9,22.69,90.12,0.52,1.45
2012,6,10,23.26,87.75,0.62,0.84
2012,6,11,23.0,87.62,0.55,0.41
2012,6,12,23.06,85.75,0.62,6.8
2012,6,13,21.58,86.38,0.47,5.38
2012,6,14,21.63,88.81,0.55,4.34
2012,6,15,22.33,89.0,0.56,5.22
2012,6,16,22.31,89.81,0.66,30.22
2012,6,17,21.3,89.56,0.55,17.85
2012,6,18,21.54,91.12,0.48,7.99
2012,6,19,22.81,90.44,0.65,4.71
2012,6,20,22.15,91.75,0.59,1.85
2012,6,21,22.51,89.62,0.59,8.1
2012,6,22,22.37,90.12,0.6,5.14
2012,6,23,23.04,87.75,0.56,1.14
2012,6,24,23.11,87.5,0.52,0.32
2012,6,25,22.75,88.94,0.41,0.87
2012,6,26,22.55,88.75,0.46,0.37
2012,6,27,21.6,88.56,0.49,7.14
2012,6,28,21.05,91.62,0.52,10.15
2012,6,29,21.69,90.88,0.54,8.54
2012,6,30,21.73,89.19,0.59,10.11
2012,7,1,21.27,91.38,0.7,18.07
2012,7,2,21.18,91.12,0.72,9.24
2012,7,3,22.1,89.44,0.7,4.24
2012,7,4,22.45,88.94,0.61,2.27
2012,7,5,22.67,88.56,0.51,0.85
2012,7,6,22.66,89.25,0.48,2.02
2012,7,7,22.6,90.19,0.56,4.19
2012,7,8,22.81,90.62,0.55,3.29
2012,7,9,22.57,91.69,0.66,19.42
2012,7,10,22.23,90.81,0.8,22.05
2012,7,11,21.89,89.19,0.73,11.5
2012,7,12,22.41,89.56,0.61,4.42
2012,7,13,22.41,89.25,0.61,6.49
2012,7,14,22.64,90.0,0.56,2.21
2012,7,15,22.65,90.19,0.47,0.56
2012,7,16,22.89,88.81,0.39,0.72
2012,7,17,22.87,88.19,0.41,2.33
2012,7,18,22.2,89.0,0.4,0.6
2012,7,19,22.18,90.69,0.47,0.28
2012,7,20,22.63,90.06,0.64,3.99
2012,7,21,22.38,90.5,0.71,5.41
2012,7,22,22.38,90.31,0.74,4.62
2012,7,23,22.74,88.88,0.68,1.82
2012,7,24,22.73,89.19,0.62,1.92
2012,7,25,22.7,90.12,0.62,5.3
2012,7,26,22.6,89.06,0.64,2.3
2012,7,27,22.39,89.31,0.56,0.24
2012,7,28,22.28,89.94,0.52,1.62
2012,7,29,22.22,90.75,0.49,2.05
2012,7,30,22.51,87.94,0.49,0.53
2012,7,31,22.08,90.19,0.43,0.14
2012,8,1,22.43,87.75,0.42,0.02
2012,8,2,22.37,88.31,0.52,0.0
2012,8,3,22.52,88.44,0.59,0.26
2012,8,4,22.59,87.31,0.61,0.41
2012,8,5,22.71,88.31,0.61,0.93
2012,8,6,22.58,88.31,0.55,6.01
2012,8,7,21.98,88.62,0.46,5.7
2012,8,8,21.96,90.94,0.55,9.95
2012,8,9,21.76,92.0,0.53,14.75
2012,8,10,21.73,90.5,0.48,12.3
2012,8,11,21.76,91.12,0.59,8.83
2012,8,12,21.94,90.62,0.62,1.99
2012,8,13,21.91,88.25,0.5,0.23
2012,8,14,21.26,88.38,0.36,17.19
2012,8,15,21.32,91.19,0.49,10.73
2012,8,16,21.72,92.06,0.55,16.95
2012,8,17,21.17,91.38,0.74,24.01
2012,8,18,20.85,90.19,0.71,3.43
2012,8,19,21.57,87.69,0.49,0.51
2012,8,20,22.37,86.69,0.48,0.08
2012,8,21,22.24,87.75,0.41,2.08
2012,8,22,22.96,86.69,0.37,0.66
2012,8,23,23.05,87.94,0.41,3.8
2012,8,24,22.8,88.25,0.37,23.21
2012,8,25,22.13,91.94,0.58,12.27
2012,8,26,21.47,93.44,0.62,4.83
2012,8,27,21.38,90.44,0.5,5.66
2012,8,28,21.76,89.62,0.49,8.03
2012,8,29,21.73,92.25,0.6,16.26
2012,8,30,21.69,92.62,0.7,12.92
2012,8,31,21.74,92.69,0.67,15.86
2012,9,1,21.74,89.25,0.49,0.97
2012,9,2,22.22,89.88,0.46,3.28
2012,9,3,22.22,93.38,0.66,13.28
2012,9,4,21.3,91.06,0.65,14.97
2012,9,5,22.17,87.5,0.39,0.98
2012,9,6,22.2,90.5,0.43,8.2
2012,9,7,22.01,90.38,0.46,3.14
2012,9,8,21.89,89.38,0.46,0.94
2012,9,9,21.15,91.19,0.59,11.62
2012,9,10,20.58,89.75,0.48,3.43
2012,9,11,21.5,88.19,0.41,0.9
2012,9,12,21.51,88.88,0.34,1.67
2012,9,13,22.43,90.06,0.51,23.09
2012,9,14,22.26,91.06,0.55,18.16
2012,9,15,22.3,91.38,0.54,7.53
2012,9,16,22.15,91.75,0.44,3.88
2012,9,17,22.69,89.88,0.47,1.82
2012,9,18,22.63,88.12,0.48,1.08
2012,9,19,22.97,86.5,0.39,0.18
2012,9,20,22.78,86.38,0.38,0.0
2012,9,21,23.03,85.5,0.34,0.0
2012,9,22,22.48,87.62,0.34,0.12
2012,9,23,22.8,86.06,0.4,0.07
2012,9,24,22.22,86.31,0.44,1.59
2012,9,25,22.01,87.06,0.44,0.35
2012,9,26,22.55,88.94,0.46,0.01
2012,9,27,22.34,89.75,0.45,2.18
2012,9,28,22.15,91.31,0.47,0.95
2012,9,29,22.34,90.38,0.43,0.67
2012,9,30,22.12,89.75,0.52,0.96
2012,10,1,22.23,88.0,0.48,0.61
2012,10,2,22.41,87.44,0.48,0.19
2012,10,3,22.35,87.31,0.43,0.07
2012,10,4,22.58,86.19,0.38,0.0
2012,10,5,22.68,83.81,0.33,0.0
2012,10,6,23.36,85.62,0.34,0.31
2012,10,7,23.19,90.75,0.38,8.92
2012,10,8,23.42,87.81,0.43,2.5
2012,10,9,23.05,86.38,0.39,7.98
2012,10,10,22.58,87.62,0.41,4.97
2012,10,11,23.22,87.25,0.34,3.64
2012,10,12,23.09,88.88,0.25,3.76
2012,10,13,23.15,90.44,0.39,3.06
2012,10,14,23.32,88.25,0.34,24.31
2012,10,15,22.24,91.94,0.29,6.18
2012,10,16,22.04,91.31,0.42,12.67
2012,10,17,22.51,88.12,0.35,11.58
2012,10,18,22.62,86.06,0.2,6.77
2012,10,19,22.44,89.06,0.25,12.85
2012,10,20,20.73,92.62,0.26,13.23
2012,10,21,21.65,93.06,0.4,20.59
2012,10,22,22.3,90.38,0.27,12.12
2012,10,23,22.52,88.44,0.25,5.19
2012,10,24,22.4,88.38,0.2,2.69
2012,10,25,23.18,84.5,0.23,0.33
2012,10,26,23.26,85.94,0.23,4.4
2012,10,27,22.28,89.12,0.27,7.88
2012,10,28,22.23,89.31,0.23,2.23
2012,10,29,22.34,89.0,0.25,4.95
2012,10,30,21.65,87.38,0.22,0.28
2012,10,31,21.15,90.25,0.27,21.55
2012,11,1,21.48,95.06,0.5,23.2
2012,11,2,22.05,88.81,0.45,1.89
2012,11,3,21.71,87.62,0.4,0.2
2012,11,4,21.57,86.44,0.34,0.03
2012,11,5,21.5,86.5,0.34,0.0
2012,11,6,22.81,85.56,0.27,0.45
2012,11,7,22.9,88.31,0.28,18.39
2012,11,8,22.25,92.38,0.3,24.79
2012,11,9,22.63,89.19,0.19,2.69
2012,11,10,22.8,86.06,0.22,0.62
2012,11,11,22.47,84.88,0.26,0.92
2012,11,12,22.08,84.19,0.29,2.88
2012,11,13,21.64,81.12,0.26,0.19
2012,11,14,21.15,77.62,0.32,0.0
2012,11,15,20.57,76.06,0.38,0.0
2012,11,16,20.8,79.25,0.45,0.01
2012,11,17,20.69,85.56,0.37,0.57
2012,11,18,21.58,84.81,0.38,0.0
2012,11,19,22.44,85.56,0.33,0.0
2012,11,20,22.9,85.31,0.37,0.0
2012,11,21,22.94,86.12,0.35,0.0
2012,11,22,22.75,89.44,0.41,10.64
2012,11,23,23.03,90.31,0.39,6.17
2012,11,24,21.76,91.5,0.34,2.57
2012,11,25,22.4,86.75,0.28,0.27
2012,11,26,21.78,85.12,0.25,0.02
2012,11,27,22.33,82.75,0.29,0.0
2012,11,28,22.09,81.94,0.27,0.0
2012,11,29,20.61,75.56,0.29,0.0
2012,11,30,20.72,75.75,0.34,0.0
2012,12,1,20.73,77.75,0.38,0.0
2012,12,2,20.57,79.62,0.34,0.0
2012,12,3,21.03,84.12,0.25,0.1
2012,12,4,22.37,87.88,0.12,0.59
2012,12,5,22.44,80.0,0.35,0.01
2012,12,6,23.2,82.62,0.23,0.48
2012,12,7,22.69,79.81,0.34,0.05
2012,12,8,22.65,77.75,0.29,0.02
2012,12,9,22.05,78.12,0.39,0.49
2012,12,10,21.19,73.44,0.4,0.15
2012,12,11,21.26,72.94,0.36,0.0
2012,12,12,22.22,74.19,0.39,0.0
2012,12,13,21.98,79.38,0.38,0.0
2012,12,14,21.76,75.38,0.3,0.0
2012,12,15,20.51,75.06,0.38,0.0
2012,12,16,20.73,76.44,0.42,0.0
2012,12,17,20.86,72.44,0.53,0.0
2012,12,18,21.87,73.75,0.45,0.02
2012,12,19,22.23,76.5,0.38,0.19
2012,12,20,22.92,76.81,0.4,0.09
2012,12,21,23.23,76.19,0.31,0.04
2012,12,22,22.37,70.69,0.31,0.0
2012,12,23,22.58,66.94,0.34,0.0
2012,12,24,22.69,71.25,0.27,0.0
2012,12,25,22.85,77.0,0.27,0.0
2012,12,26,22.73,78.31,0.23,0.72
2012,12,27,22.43,84.19,0.26,1.45
2012,12,28,22.81,83.94,0.24,0.48
2012,12,29,23.23,86.25,0.2,2.89
2012,12,30,24.02,80.06,0.23,0.62
2012,12,31,23.44,80.06,0.2,4.47
2013,1,1,23.76,72.5,0.27,0.28
2013,1,2,24.15,68.44,0.34,0.0
2013,1,3,23.76,67.38,0.31,0.0
2013,1,4,23.79,70.81,0.41,0.0
2013,1,5,24.01,73.31,0.28,0.0
2013,1,6,24.1,73.25,0.25,0.0
2013,1,7,24.15,71.38,0.23,0.09
2013,1,8,23.73,72.94,0.27,0.46
2013,1,9,23.37,74.5,0.28,0.35
2013,1,10,24.06,68.31,0.31,0.0
2013,1,11,23.35,65.44,0.31,0.0
2013,1,12,22.62,62.94,0.3,0.0
2013,1,13,22.14,63.38,0.4,0.0
2013,1,14,21.4,59.12,0.33,0.0
2013,1,15,21.56,60.5,0.3,0.0
2013,1,16,21.83,61.94,0.29,0.0
2013,1,17,22.19,62.0,0.31,0.0
2013,1,18,22.23,66.25,0.27,0.0
2013,1,19,22.69,65.0,0.32,0.0
2013,1,20,22.69,60.19,0.34,0.0
2013,1,21,23.33,65.12,0.36,0.0
2013,1,22,23.03,59.5,0.34,0.0
2013,1,23,23.11,59.44,0.33,0.0
2013,1,24,23.26,58.19,0.36,0.0
2013,1,25,22.98,61.19,0.27,0.0
2013,1,26,22.66,58.62,0.3,0.0
2013,1,27,23.15,58.88,0.31,0.0
2013,1,28,23.42,60.25,0.38,0.53
2013,1,29,23.52,63.44,0.39,0.11
2013,1,30,23.84,61.81,0.23,0.0
2013,1,31,23.41,57.06,0.26,0.0
2013,2,1,22.62,51.94,0.32,0.0
2013,2,2,22.59,53.88,0.32,0.0
2013,2,3,22.51,58.38,0.37,0.0
2013,2,4,23.26,59.62,0.47,0.0
2013,2,5,24.44,67.06,0.35,0.76
2013,2,6,23.44,80.5,0.22,17.7
2013,2,7,24.24,73.12,0.3,0.92
2013,2,8,24.73,71.88,0.3,0.0
2013,2,9,25.0,67.0,0.3,0.0
2013,2,10,24.61,61.12,0.25,0.0
2013,2,11,24.16,63.0,0.3,0.03
2013,2,12,24.94,62.75,0.27,0.07
2013,2,13,23.25,73.69,0.35,1.53
2013,2,14,22.69,75.31,0.55,3.27
2013,2,15,23.48,72.12,0.42,0.69
2013,2,16,24.62,65.94,0.55,0.13
2013,2,17,23.99,75.5,0.39,6.56
2013,2,18,23.13,83.81,0.34,13.69
2013,2,19,21.89,93.75,0.33,19.86
2013,2,20,24.3,71.88,0.23,0.34
2013,2,21,23.65,64.56,0.3,0.0
2013,2,22,23.15,61.19,0.33,0.0
2013,2,23,23.26,60.31,0.28,0.0
2013,2,24,23.67,62.44,0.33,0.0
2013,2,25,23.54,57.56,0.35,0.0
2013,2,26,23.06,50.88,0.39,0.0
2013,2,27,24.15,53.5,0.41,0.0
2013,2,28,24.18,57.69,0.43,0.0
2013,3,1,24.37,58.38,0.28,0.0
2013,3,2,24.05,52.38,0.42,0.0
2013,3,3,24.04,52.75,0.34,0.0
2013,3,4,24.73,55.75,0.3,0.0
2013,3,5,23.83,78.25,0.31,4.25
2013,3,6,24.73,73.69,0.33,1.18
2013,3,7,25.15,70.88,0.26,0.86
2013,3,8,24.08,72.81,0.23,7.19
2013,3,9,23.92,81.81,0.29,7.12
2013,3,10,25.15,72.88,0.29,0.39
2013,3,11,25.41,72.06,0.3,3.49
2013,3,12,24.65,72.88,0.3,0.5
2013,3,13,25.77,65.56,0.35,0.0
2013,3,14,25.52,61.31,0.22,0.0
2013,3,15,25.38,60.31,0.37,1.01
2013,3,16,24.87,71.56,0.3,3.79
2013,3,17,25.63,66.94,0.3,0.12
2013,3,18,25.51,68.69,0.35,0.0
2013,3,19,25.84,63.62,0.3,0.0
2013,3,20,26.24,63.19,0.29,0.0
2013,3,21,26.69,62.56,0.27,0.0
2013,3,22,26.82,60.5,0.41,0.0
2013,3,23,26.55,60.38,0.38,0.0
2013,3,24,27.07,61.19,0.41,0.56
2013,3,25,25.05,75.75,0.35,5.78
2013,3,26,24.98,76.62,0.4,5.79
2013,3,27,26.45,67.94,0.37,0.1
2013,3,28,25.98,73.19,0.42,0.04
2013,3,29,26.4,70.38,0.47,0.0
2013,3,30,25.89,72.38,0.43,0.0
2013,3,31,26.71,68.88,0.43,0.0
2013,4,1,26.85,68.19,0.46,0.0
2013,4,2,26.7,68.06,0.48,0.0
2013,4,3,26.69,67.5,0.39,0.0
2013,4,4,26.17,71.19,0.57,0.0
2013,4,5,26.65,68.06,0.52,0.0
2013,4,6,26.11,70.12,0.59,0.0
2013,4,7,26.27,70.5,0.54,0.0
2013,4,8,27.15,67.69,0.36,0.0
2013,4,9,26.7,71.81,0.48,1.23
2013,4,10,26.88,70.0,0.49,0.29
2013,4,11,26.9,68.69,0.49,0.0
2013,4,12,28.4,60.75,0.41,0.0
2013,4,13,27.94,62.88,0.41,0.0
2013,4,14,25.95,72.44,0.38,0.35
2013,4,15,24.8,79.19,0.49,5.29
2013,4,16,26.3,71.31,0.55,0.55
2013,4,17,26.31,70.0,0.59,0.0
2013,4,18,26.12,65.75,0.59,0.0
2013,4,19,26.43,64.12,0.57,0.0
2013,4,20,26.05,65.31,0.55,0.0
2013,4,21,26.33,62.19,0.48,0.24
2013,4,22,25.76,69.62,0.46,0.09
2013,4,23,26.63,68.44,0.44,0.41
2013,4,24,26.01,74.62,0.41,2.43
2013,4,25,25.81,74.75,0.35,1.42
2013,4,26,26.45,70.31,0.3,0.08
2013,4,27,26.8,68.12,0.32,0.11
2013,4,28,26.3,74.5,0.46,3.98
2013,4,29,25.65,78.06,0.46,1.64
2013,4,30,26.9,72.25,0.31,2.89
2013,5,1,25.9,77.25,0.34,7.22
2013,5,2,25.38,80.62,0.43,2.98
2013,5,3,25.85,77.88,0.47,0.09
2013,5,4,25.62,80.69,0.49,0.55
2013,5,5,25.39,77.19,0.47,0.36
2013,5,6,25.88,79.12,0.48,8.97
2013,5,7,24.84,83.62,0.52,7.43
2013,5,8,25.08,80.69,0.52,6.05
2013,5,9,26.23,75.0,0.52,1.36
2013,5,10,26.55,75.56,0.52,0.08
2013,5,11,25.95,77.25,0.53,1.39
2013,5,12,24.51,82.25,0.62,1.04
2013,5,13,23.33,84.75,0.65,2.04
2013,5,14,23.69,81.94,0.69,1.12
2013,5,15,24.8,73.94,0.69,0.08
2013,5,16,24.58,72.12,0.5,0.01
2013,5,17,25.22,75.31,0.55,0.0
2013,5,18,25.37,74.88,0.49,0.0
2013,5,19,26.51,73.0,0.46,4.01
2013,5,20,24.9,82.56,0.51,5.09
2013,5,21,25.26,71.56,0.46,1.01
2013,5,22,24.64,81.62,0.62,2.35
2013,5,23,24.39,84.56,0.59,6.65
2013,5,24,24.29,86.12,0.63,3.05
2013,5,25,23.64,84.69,0.68,20.16
2013,5,26,22.19,87.38,0.56,13.77
2013,5,27,22.67,88.5,0.59,12.29
2013,5,28,22.6,88.44,0.55,5.82
2013,5,29,22.8,87.5,0.61,6.83
2013,5,30,23.01,84.25,0.58,7.73
2013,5,31,22.4,90.19,0.73,28.2
2013,6,1,22.4,86.38,0.76,14.08
2013,6,2,21.89,88.88,0.81,22.56
2013,6,3,22.56,89.0,0.73,18.37
2013,6,4,22.79,87.31,0.53,2.13
2013,6,5,23.01,88.31,0.53,2.31
2013,6,6,22.97,87.75,0.69,26.54
2013,6,7,22.08,90.5,0.68,37.22
2013,6,8,22.02,91.19,0.79,28.06
2013,6,9,22.12,89.38,0.62,9.67
2013,6,10,22.49,89.31,0.63,7.01
2013,6,11,22.51,91.38,0.77,30.2
2013,6,12,21.44,90.31,0.77,24.77
2013,6,13,21.97,90.75,0.73,13.96
2013,6,14,22.94,92.56,0.83,4.8
2013,6,15,23.12,90.75,0.94,26.0
2013,6,16,22.72,91.81,0.83,44.75
2013,6,17,21.32,93.31,0.63,48.53
2013,6,18,21.78,93.0,0.61,26.79
2013,6,19,21.72,93.38,0.7,26.29
2013,6,20,21.79,93.06,0.63,16.7
2013,6,21,21.55,93.56,0.63,20.83
2013,6,22,21.05,92.69,0.73,26.69
2013,6,23,21.93,93.75,0.74,24.98
2013,6,24,22.67,93.81,0.86,15.46
2013,6,25,22.51,93.38,0.73,20.47
2013,6,26,22.15,93.44,0.67,21.18
2013,6,27,22.26,93.0,0.5,8.9
2013,6,28,21.69,92.12,0.38,0.74
2013,6,29,21.74,90.81,0.4,0.31
2013,6,30,21.94,91.25,0.55,9.28
2013,7,1,20.55,92.5,0.53,7.82
2013,7,2,21.24,91.88,0.68,20.57
2013,7,3,20.92,92.75,0.72,13.94
2013,7,4,22.05,92.44,0.68,10.3
2013,7,5,22.12,92.38,0.56,5.33
2013,7,6,21.9,92.06,0.62,2.21
2013,7,7,21.28,93.25,0.76,3.21
2013,7,8,21.45,92.44,0.72,30.66
2013,7,9,21.19,92.94,0.77,34.94
2013,7,10,20.8,93.81,0.74,30.42
2013,7,11,20.9,92.31,0.63,12.22
2013,7,12,21.03,94.0,0.66,11.39
2013,7,13,20.77,94.56,0.44,5.47
2013,7,14,21.72,94.0,0.51,4.91
2013,7,15,21.43,94.94,0.62,4.73
2013,7,16,21.08,93.44,0.66,12.18
2013,7,17,21.18,94.0,0.47,9.33
2013,7,18,21.2,93.25,0.62,22.73
2013,7,19,20.93,95.12,0.67,30.41
2013,7,20,21.01,94.5,0.59,13.6
2013,7,21,20.74,94.06,0.57,13.42
2013,7,22,21.28,94.31,0.64,8.66
2013,7,23,21.15,93.56,0.66,11.77
2013,7,24,21.1,93.69,0.78,12.05
2013,7,25,21.38,93.69,0.7,10.54
2013,7,26,20.99,92.69,0.55,14.6
2013,7,27,21.36,93.31,0.45,6.4
2013,7,28,22.18,92.0,0.59,3.81
2013,7,29,20.24,91.81,0.52,1.22
2013,7,30,21.32,92.69,0.5,0.24
2013,7,31,21.61,92.12,0.66,1.22
