-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2022 
Location: Latitude  8.8932   Longitude 76.6141 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 211.5 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS2M,PRECTOTCORR
2012,5,4,26.19,86.19,2.05,8.89
2012,5,5,26.08,87.38,2.38,15.12
2012,5,6,26.8,79.19,2.17,3.13
2012,5,7,27.14,79.19,2.12,0.48
2012,5,8,26.93,80.38,1.94,2.43
2012,5,9,26.65,80.25,1.89,3.82
2012,5,10,26.62,79.94,1.84,0.18
2012,5,11,26.55,86.12,1.95,26.87
2012,5,12,26.51,85.38,2.07,10.69
2012,5,13,26.88,83.19,1.95,0.33
2012,5,14,27.07,83.25,1.77,0.25
2012,5,15,26.51,87.38,1.83,2.09
2012,5,16,26.87,86.44,1.8,6.78
2012,5,17,26.75,85.69,1.98,1.6
2012,5,18,26.99,87.0,1.67,0.24
2012,5,19,26.83,86.81,1.98,0.14
2012,5,20,26.78,86.38,1.77,0.12
2012,5,21,25.3,84.06,1.91,0.11
2012,5,22,25.8,85.94,2.19,0.06
2012,5,23,26.25,84.69,1.73,2.29
2012,5,24,26.63,84.88,2.11,1.17
2012,5,25,26.33,86.19,1.8,0.41
2012,5,26,26.23,86.44,1.69,0.32
2012,5,27,26.37,84.5,2.19,0.44
2012,5,28,26.87,83.12,2.34,1.6
2012,5,29,26.78,82.88,2.2,1.48
2012,5,30,26.51,84.56,2.38,0.55
2012,5,31,26.62,83.81,2.3,1.11
2012,6,1,26.71,82.31,2.12,0.49
2012,6,2,27.12,82.75,2.23,0.25
2012,6,3,27.28,82.69,2.41,2.37
2012,6,4,26.63,83.69,2.75,6.54
2012,6,5,26.75,80.94,2.63,5.2
2012,6,6,25.96,87.31,2.31,14.45
2012,6,7,25.41,85.25,2.61,6.05
2012,6,8,26.05,81.25,2.26,1.84
2012,6,9,26.23,86.06,2.45,0.69
2012,6,10,26.51,83.94,2.6,0.22
2012,6,11,26.6,81.31,2.39,0.15
2012,6,12,26.3,83.88,2.25,3.18
2012,6,13,25.65,80.19,2.12,2.9
2012,6,14,25.06,84.19,2.25,8.13
2012,6,15,25.18,86.56,2.43,8.54
2012,6,16,25.61,85.12,2.66,22.15
2012,6,17,25.14,85.75,2.52,10.58
2012,6,18,24.96,88.06,2.09,4.91
2012,6,19,25.8,87.06,2.33,4.94
2012,6,20,25.44,87.81,2.45,1.56
2012,6,21,25.33,88.44,2.17,3.73
2012,6,22,25.44,88.0,2.16,5.98
2012,6,23,25.72,85.56,2.3,2.08
2012,6,24,26.19,82.81,2.12,0.31
2012,6,25,26.19,84.06,1.88,0.5
2012,6,26,24.99,86.62,1.91,0.61
2012,6,27,25.17,83.88,2.13,5.44
2012,6,28,24.21,87.44,2.23,3.54
2012,6,29,24.58,87.5,2.19,3.91
2012,6,30,25.12,84.75,2.31,11.77
2012,7,1,24.81,84.94,2.63,16.58
2012,7,2,24.83,86.94,2.69,18.06
2012,7,3,25.38,87.75,2.62,5.63
2012,7,4,25.65,87.44,2.42,3.63
2012,7,5,25.44,89.12,2.15,2.39
2012,7,6,25.83,86.38,2.09,1.68
2012,7,7,25.81,86.5,2.31,1.82
2012,7,8,25.89,87.06,2.34,2.27
2012,7,9,25.35,91.56,2.78,27.61
2012,7,10,24.87,88.06,2.94,24.94
2012,7,11,25.03,86.0,2.98,9.63
2012,7,12,25.36,86.88,2.73,4.67
2012,7,13,25.51,84.88,2.8,2.52
2012,7,14,25.56,87.69,2.57,1.38
2012,7,15,25.38,88.94,2.01,0.18
2012,7,16,25.46,88.56,1.72,0.08
2012,7,17,25.72,87.06,1.91,1.66
2012,7,18,25.23,86.81,1.98,0.18
2012,7,19,25.6,87.38,2.13,0.09
2012,7,20,25.66,86.0,2.5,2.67
2012,7,21,25.69,85.81,2.73,1.8
2012,7,22,25.38,88.31,2.96,9.65
2012,7,23,25.75,86.0,2.83,2.38
2012,7,24,25.69,87.56,2.66,2.83
2012,7,25,25.52,89.81,2.59,3.03
2012,7,26,25.58,87.5,2.59,1.22
2012,7,27,25.45,87.44,2.39,0.08
2012,7,28,25.04,89.0,2.06,1.5
2012,7,29,25.24,88.38,1.88,1.5
2012,7,30,25.24,87.56,1.7,0.21
2012,7,31,25.71,85.5,1.87,0.08
2012,8,1,25.57,85.25,1.8,0.03
2012,8,2,25.44,82.81,1.98,0.0
2012,8,3,25.72,84.62,2.24,0.01
2012,8,4,25.73,85.62,2.27,2.28
2012,8,5,25.73,86.31,2.22,1.3
2012,8,6,25.94,85.31,2.08,2.68
2012,8,7,25.46,85.81,1.72,2.6
2012,8,8,25.17,86.5,2.04,7.44
2012,8,9,25.01,86.94,2.02,10.2
2012,8,10,25.34,86.44,1.99,4.23
2012,8,11,24.87,88.0,2.25,3.12
2012,8,12,25.05,84.44,2.4,1.26
2012,8,13,24.7,87.38,2.05,0.22
2012,8,14,24.96,86.5,1.89,20.16
2012,8,15,24.98,86.62,2.22,10.0
2012,8,16,24.55,89.25,2.15,9.42
2012,8,17,23.77,89.12,2.71,22.39
2012,8,18,24.46,84.81,2.91,4.36
2012,8,19,24.87,86.0,2.2,0.79
2012,8,20,25.42,84.5,2.11,0.09
2012,8,21,25.52,84.69,1.9,0.23
2012,8,22,25.7,84.44,1.73,0.3
2012,8,23,25.75,84.81,1.46,3.31
2012,8,24,25.52,86.88,1.84,18.25
2012,8,25,24.81,89.88,2.39,10.69
2012,8,26,24.61,90.81,2.6,2.87
2012,8,27,24.74,87.56,2.09,6.73
2012,8,28,24.9,87.62,1.95,9.32
2012,8,29,24.92,88.88,2.23,20.92
2012,8,30,24.48,92.12,2.34,20.05
2012,8,31,24.44,91.25,2.15,14.2
2012,9,1,24.88,88.75,1.8,1.92
2012,9,2,25.36,89.62,2.01,3.43
2012,9,3,24.91,90.94,2.34,11.32
2012,9,4,24.4,90.12,2.2,15.25
2012,9,5,25.38,85.81,1.62,0.93
2012,9,6,25.55,87.56,1.84,6.65
2012,9,7,25.25,88.06,1.97,3.01
2012,9,8,25.13,87.44,1.98,2.63
2012,9,9,24.48,87.25,2.18,4.53
2012,9,10,24.3,87.06,2.16,2.8
2012,9,11,25.07,86.19,1.98,0.44
2012,9,12,25.26,86.75,1.67,0.22
2012,9,13,25.19,89.75,1.93,24.66
2012,9,14,24.98,90.44,2.21,21.71
2012,9,15,24.84,90.62,2.3,6.67
2012,9,16,25.34,89.56,2.16,3.14
2012,9,17,25.8,87.75,2.12,0.77
2012,9,18,25.8,84.81,2.12,0.36
2012,9,19,25.73,84.94,1.62,0.06
2012,9,20,25.73,84.62,1.6,0.0
2012,9,21,25.76,84.5,1.2,0.0
2012,9,22,25.29,86.44,1.35,0.32
2012,9,23,25.54,83.62,1.49,0.13
2012,9,24,25.52,83.88,1.92,0.69
2012,9,25,25.3,84.12,2.0,0.02
2012,9,26,25.35,87.56,2.08,0.02
2012,9,27,25.27,87.12,2.02,0.68
2012,9,28,25.15,87.44,2.01,0.65
2012,9,29,25.59,86.81,1.83,0.12
2012,9,30,25.74,82.69,2.2,0.03
2012,10,1,25.51,82.44,1.88,0.03
2012,10,2,25.49,84.31,1.8,0.01
2012,10,3,25.58,83.56,1.66,0.05
2012,10,4,25.85,81.62,1.56,0.03
2012,10,5,26.12,80.56,1.55,0.05
2012,10,6,26.09,80.38,1.33,0.03
2012,10,7,26.34,84.5,1.53,4.65
2012,10,8,26.17,86.69,1.49,1.33
2012,10,9,26.42,81.62,1.7,0.37
2012,10,10,25.69,83.69,1.66,7.54
2012,10,11,25.48,89.12,1.48,12.52
2012,10,12,25.89,88.94,0.84,4.8
2012,10,13,26.05,84.94,1.11,1.56
2012,10,14,25.73,86.44,1.3,11.92
2012,10,15,25.12,88.38,1.09,4.62
2012,10,16,24.67,87.81,1.48,10.07
2012,10,17,25.08,85.88,0.92,28.03
2012,10,18,25.44,84.44,0.91,14.39
2012,10,19,24.9,88.75,0.79,19.37
2012,10,20,24.05,89.19,1.18,4.76
2012,10,21,24.77,89.12,1.06,16.75
2012,10,22,24.44,92.56,1.14,13.16
2012,10,23,25.11,89.12,1.45,8.23
2012,10,24,24.97,89.88,1.23,12.55
2012,10,25,25.5,85.12,1.27,2.95
2012,10,26,25.94,83.88,1.08,2.89
2012,10,27,25.35,89.62,1.23,1.36
2012,10,28,24.91,89.44,1.07,5.54
2012,10,29,24.42,89.38,0.95,10.6
2012,10,30,24.9,83.06,0.63,0.41
2012,10,31,24.86,89.19,1.55,19.34
2012,11,1,24.8,92.94,2.51,21.04
2012,11,2,25.4,85.56,1.57,1.57
2012,11,3,25.05,85.69,1.29,0.05
2012,11,4,24.42,84.88,1.37,0.04
2012,11,5,24.4,82.69,1.3,0.0
2012,11,6,25.26,82.06,0.93,1.94
2012,11,7,25.03,87.0,0.78,13.68
2012,11,8,24.4,92.0,0.77,23.35
2012,11,9,25.24,88.56,0.73,9.06
2012,11,10,25.62,85.12,0.85,4.0
2012,11,11,25.42,84.44,0.91,14.1
2012,11,12,24.89,83.12,0.7,4.39
2012,11,13,25.31,81.69,0.74,0.43
2012,11,14,24.94,80.88,0.62,0.0
2012,11,15,24.4,78.38,0.79,0.0
2012,11,16,24.44,79.5,0.86,4.67
2012,11,17,24.73,81.81,1.01,4.56
2012,11,18,25.06,80.94,0.95,0.0
2012,11,19,25.44,80.31,0.74,0.0
2012,11,20,25.76,79.56,0.7,0.0
2012,11,21,26.04,79.81,0.81,0.0
2012,11,22,25.84,84.94,1.01,1.78
2012,11,23,25.66,88.94,1.23,3.53
2012,11,24,24.87,94.06,0.88,10.0
2012,11,25,25.06,86.62,1.34,0.75
2012,11,26,24.53,86.25,1.31,0.12
2012,11,27,25.18,81.25,1.42,0.06
2012,11,28,25.49,79.06,0.94,0.0
2012,11,29,23.94,75.62,1.12,0.0
2012,11,30,24.08,77.25,0.99,0.0
2012,12,1,24.44,76.25,0.91,0.0
2012,12,2,24.03,78.25,1.05,0.0
2012,12,3,24.65,79.12,0.99,0.04
2012,12,4,24.76,88.69,0.96,9.51
2012,12,5,24.73,80.44,1.84,0.16
2012,12,6,25.62,83.5,1.65,1.0
2012,12,7,25.76,80.62,1.98,0.33
2012,12,8,25.81,78.81,1.09,0.16
2012,12,9,25.35,79.69,0.98,3.82
2012,12,10,24.13,74.12,1.3,0.1
2012,12,11,24.26,75.06,1.1,0.0
2012,12,12,25.56,74.25,0.92,0.0
2012,12,13,25.41,74.56,0.77,0.0
2012,12,14,24.94,73.44,1.26,0.0
2012,12,15,24.39,71.69,1.52,0.0
2012,12,16,24.76,72.06,1.76,0.0
2012,12,17,24.58,69.12,1.67,0.0
2012,12,18,25.37,70.12,2.08,0.19
2012,12,19,24.99,76.0,1.97,1.15
2012,12,20,25.68,77.88,2.45,0.39
2012,12,21,26.26,74.75,1.94,0.29
2012,12,22,25.94,69.0,1.28,0.01
2012,12,23,25.81,66.56,1.91,0.01
2012,12,24,26.09,68.56,1.02,0.02
2012,12,25,26.29,74.44,1.06,0.01
2012,12,26,26.19,76.12,0.88,4.07
2012,12,27,25.37,85.06,0.84,5.97
2012,12,28,24.98,87.69,0.91,5.24
2012,12,29,25.33,86.94,0.85,3.37
2012,12,30,25.9,82.81,1.11,2.48
2012,12,31,25.8,79.44,1.23,0.99
2013,1,1,26.73,71.38,1.05,0.06
2013,1,2,27.02,68.94,0.84,0.0
2013,1,3,26.65,67.44,0.81,0.0
2013,1,4,26.93,70.75,0.72,0.0
2013,1,5,26.9,70.81,0.73,0.0
2013,1,6,27.3,70.19,0.75,0.06
2013,1,7,27.27,69.25,0.81,0.19
2013,1,8,25.96,77.94,0.62,3.04
2013,1,9,25.94,78.31,0.73,0.2
2013,1,10,26.87,66.25,0.85,0.03
2013,1,11,26.37,64.56,1.09,0.0
2013,1,12,26.06,63.81,1.02,0.0
2013,1,13,25.77,62.88,0.94,0.0
2013,1,14,24.69,59.69,1.03,0.0
2013,1,15,25.23,62.44,1.26,0.0
2013,1,16,25.0,63.38,1.45,0.0
2013,1,17,25.16,61.56,1.11,0.0
2013,1,18,25.67,62.56,1.01,0.0
2013,1,19,26.17,63.81,1.17,0.0
2013,1,20,26.05,59.94,0.98,0.0
2013,1,21,26.84,65.44,1.06,0.0
2013,1,22,26.67,57.38,1.15,0.0
2013,1,23,26.45,60.94,1.09,0.0
2013,1,24,26.68,61.5,0.96,0.0
2013,1,25,26.96,62.44,1.11,0.0
2013,1,26,26.65,57.0,0.95,0.0
2013,1,27,26.73,58.62,1.24,0.0
2013,1,28,26.86,59.0,1.26,0.05
2013,1,29,26.71,60.75,1.16,0.06
2013,1,30,27.15,60.06,1.23,0.05
2013,1,31,26.77,57.12,1.58,0.0
2013,2,1,26.12,51.88,1.43,0.0
2013,2,2,26.04,54.56,1.35,0.0
2013,2,3,26.58,56.62,1.23,0.0
2013,2,4,27.07,57.56,1.03,0.0
2013,2,5,27.7,62.25,0.86,0.62
2013,2,6,26.05,79.0,0.91,26.61
2013,2,7,26.94,71.69,1.08,0.79
2013,2,8,27.83,69.0,0.73,0.53
2013,2,9,27.87,66.38,0.77,0.85
2013,2,10,28.17,60.25,1.08,0.33
2013,2,11,27.76,59.12,1.41,0.02
2013,2,12,28.37,60.88,1.7,0.02
2013,2,13,26.15,74.94,1.74,5.96
2013,2,14,25.33,76.12,2.31,2.03
2013,2,15,26.14,70.62,1.78,0.07
2013,2,16,27.18,67.5,1.39,0.08
2013,2,17,27.31,70.75,1.19,2.8
2013,2,18,26.26,78.75,1.12,9.23
2013,2,19,25.55,82.88,0.58,13.22
2013,2,20,27.82,69.19,0.86,0.6
2013,2,21,28.0,60.44,1.15,0.0
2013,2,22,27.09,58.56,1.17,0.0
2013,2,23,26.95,59.5,1.04,0.0
2013,2,24,27.23,61.75,1.02,0.0
2013,2,25,27.52,58.62,0.94,0.0
2013,2,26,27.12,53.56,0.98,0.0
2013,2,27,27.86,51.75,0.81,0.0
2013,2,28,27.97,55.31,0.94,0.0
2013,3,1,28.48,56.81,0.78,0.0
2013,3,2,28.16,55.44,1.01,0.0
2013,3,3,28.06,53.38,0.99,0.0
2013,3,4,28.61,54.0,0.9,0.0
2013,3,5,27.33,71.94,2.05,4.92
2013,3,6,27.57,72.25,1.98,0.79
2013,3,7,28.64,65.94,2.08,0.27
2013,3,8,27.1,74.75,1.03,9.83
2013,3,9,26.68,81.5,0.98,15.63
2013,3,10,28.34,70.62,0.84,0.59
2013,3,11,28.4,68.25,0.77,3.76
2013,3,12,27.91,66.5,0.84,0.38
2013,3,13,28.78,62.94,0.77,0.36
2013,3,14,28.19,63.25,0.65,0.24
2013,3,15,28.24,63.25,0.84,1.6
2013,3,16,27.01,74.12,1.18,21.39
2013,3,17,27.92,68.69,1.18,1.27
2013,3,18,28.58,64.94,1.11,0.0
2013,3,19,28.6,66.56,0.7,0.0
2013,3,20,29.08,63.38,0.8,0.0
2013,3,21,29.18,62.81,0.71,0.0
2013,3,22,29.31,59.75,0.85,0.05
2013,3,23,29.17,61.25,0.88,0.09
2013,3,24,29.48,62.19,0.95,0.19
2013,3,25,28.12,71.75,1.11,6.95
2013,3,26,27.32,77.62,1.03,7.83
2013,3,27,28.58,69.0,0.98,0.12
2013,3,28,28.51,71.31,1.28,0.0
2013,3,29,28.53,72.0,1.63,0.0
2013,3,30,28.23,72.44,1.69,0.0
2013,3,31,28.93,68.44,1.68,0.0
2013,4,1,28.9,68.06,1.69,0.0
2013,4,2,28.87,69.12,1.84,0.0
2013,4,3,28.62,69.56,1.37,0.0
2013,4,4,28.58,72.06,2.05,0.0
2013,4,5,28.44,71.19,1.76,0.0
2013,4,6,28.73,69.88,2.28,0.01
2013,4,7,28.83,69.88,2.17,0.04
2013,4,8,29.3,70.19,1.37,0.08
2013,4,9,28.4,75.0,1.33,5.22
2013,4,10,28.7,70.5,1.42,1.15
2013,4,11,28.74,70.75,1.67,0.31
2013,4,12,30.3,65.0,1.23,0.17
2013,4,13,29.66,68.12,1.43,0.39
2013,4,14,27.95,76.44,1.41,3.55
2013,4,15,26.92,82.88,1.73,20.3
2013,4,16,28.41,73.31,2.23,1.08
2013,4,17,28.67,70.56,2.14,0.0
2013,4,18,28.72,67.06,2.26,0.0
2013,4,19,29.12,63.69,2.23,0.0
2013,4,20,28.54,65.88,2.18,0.0
2013,4,21,28.39,67.06,1.84,0.07
2013,4,22,28.33,67.88,1.48,0.05
2013,4,23,28.86,68.31,1.45,0.01
2013,4,24,28.91,70.62,1.32,0.37
2013,4,25,28.05,76.62,1.12,0.52
2013,4,26,28.23,74.06,0.73,0.3
2013,4,27,28.3,74.31,0.95,1.75
2013,4,28,28.71,73.56,1.58,2.49
2013,4,29,28.84,74.12,2.04,0.93
2013,4,30,28.1,82.0,1.27,13.51
2013,5,1,27.37,84.88,0.94,12.38
2013,5,2,27.21,82.69,1.41,4.15
2013,5,3,27.25,82.81,1.79,0.56
2013,5,4,28.09,81.0,2.07,0.28
2013,5,5,27.71,77.38,1.97,0.16
2013,5,6,27.83,83.12,1.85,13.32
2013,5,7,27.27,83.25,1.94,5.69
2013,5,8,27.48,81.56,2.09,10.8
2013,5,9,27.81,80.62,2.07,5.2
2013,5,10,28.21,80.38,2.07,0.91
2013,5,11,28.0,81.25,2.18,1.01
2013,5,12,26.69,84.75,2.53,0.77
2013,5,13,25.8,83.62,2.34,3.6
2013,5,14,26.41,80.81,2.48,1.45
2013,5,15,27.89,72.69,2.7,0.01
2013,5,16,27.81,70.25,2.29,0.0
2013,5,17,27.73,72.12,2.16,0.0
2013,5,18,27.47,74.06,1.78,0.0
2013,5,19,28.54,75.25,1.69,0.07
2013,5,20,27.69,80.38,1.86,0.27
2013,5,21,27.7,71.44,1.8,0.32
2013,5,22,27.3,80.0,2.34,7.09
2013,5,23,27.16,82.38,2.41,3.5
2013,5,24,27.26,83.19,2.58,4.32
2013,5,25,26.74,82.75,2.72,21.05
2013,5,26,26.44,81.44,2.48,16.02
2013,5,27,25.67,85.0,2.18,7.32
2013,5,28,26.06,83.5,2.3,1.58
2013,5,29,26.29,82.69,2.43,1.72
2013,5,30,26.65,80.25,2.3,2.27
2013,5,31,25.64,84.19,2.65,29.4
2013,6,1,25.62,83.12,2.66,18.59
2013,6,2,25.29,84.62,3.12,24.59
2013,6,3,25.39,87.25,2.88,29.65
2013,6,4,25.91,86.19,2.29,4.38
2013,6,5,26.21,86.38,2.34,3.38
2013,6,6,26.23,84.31,2.55,18.45
2013,6,7,25.44,89.94,2.63,39.57
2013,6,8,24.96,87.88,3.06,33.28
2013,6,9,25.39,89.0,2.52,16.37
2013,6,10,25.81,87.06,2.56,6.73
2013,6,11,25.62,91.0,2.77,22.44
2013,6,12,24.99,87.69,2.88,22.77
2013,6,13,25.0,90.5,2.86,13.33
2013,6,14,26.05,90.5,3.22,5.87
2013,6,15,25.75,91.0,3.2,26.56
2013,6,16,25.46,91.69,2.68,39.37
2013,6,17,24.51,92.44,2.3,32.25
2013,6,18,24.76,92.38,2.24,17.59
2013,6,19,24.69,93.06,2.68,27.1
2013,6,20,24.74,91.12,2.55,16.59
2013,6,21,24.58,92.12,2.59,24.86
2013,6,22,24.39,91.12,2.95,23.61
2013,6,23,24.81,93.56,2.7,29.96
2013,6,24,25.44,92.0,2.96,12.57
2013,6,25,25.36,93.19,2.27,14.58
2013,6,26,24.97,92.31,2.08,12.33
2013,6,27,25.16,91.5,1.94,4.96
2013,6,28,24.8,91.38,1.59,0.69
2013,6,29,24.76,90.0,1.81,0.29
2013,6,30,24.73,91.56,1.99,9.48
2013,7,1,23.82,91.75,2.13,8.06
2013,7,2,24.68,92.0,2.45,15.31
2013,7,3,24.71,91.25,2.48,9.25
2013,7,4,25.16,91.62,2.46,7.5
2013,7,5,24.9,92.44,2.16,2.78
2013,7,6,25.06,89.81,2.59,6.83
2013,7,7,24.47,90.0,2.75,7.14
2013,7,8,24.26,91.94,2.48,27.72
2013,7,9,24.2,91.5,2.63,26.75
2013,7,10,23.93,92.0,2.78,24.42
2013,7,11,24.1,91.25,2.27,6.38
2013,7,12,24.21,91.19,2.4,8.31
2013,7,13,23.92,92.69,2.07,5.03
2013,7,14,24.65,92.31,2.16,9.5
2013,7,15,24.38,92.25,2.58,4.45
2013,7,16,24.23,92.06,2.3,8.79
2013,7,17,24.24,93.69,1.75,15.33
2013,7,18,24.29,92.5,2.1,16.88
2013,7,19,23.93,92.12,2.36,21.6
2013,7,20,23.87,93.56,2.0,9.29
2013,7,21,23.83,93.25,2.23,10.57
2013,7,22,24.19,92.56,2.47,11.26
2013,7,23,24.43,93.88,2.09,14.25
2013,7,24,24.4,92.38,2.52,13.78
2013,7,25,24.25,93.94,2.08,10.92
2013,7,26,24.33,92.94,1.56,15.9
2013,7,27,24.31,92.31,1.79,3.91
2013,7,28,24.86,90.69,2.18,0.98
2013,7,29,23.47,91.31,2.21,0.61
2013,7,30,24.17,92.94,1.78,0.06
2013,7,31,24.45,92.62,2.1,0.46
