-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2022 
Location: Latitude  11.2588   Longitude 75.7804 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 165.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS2M,PRECTOTCORR
2012,5,4,27.11,82.5,2.3,5.17
2012,5,5,27.23,77.44,2.51,1.15
2012,5,6,27.09,77.94,2.84,0.42
2012,5,7,27.44,77.0,3.11,0.05
2012,5,8,27.52,78.25,2.72,0.14
2012,5,9,27.06,82.0,2.33,0.5
2012,5,10,27.73,80.0,2.63,1.58
2012,5,11,27.15,85.31,2.42,5.68
2012,5,12,26.72,86.62,2.51,5.84
2012,5,13,27.07,83.5,2.23,1.57
2012,5,14,27.55,84.0,2.4,1.9
2012,5,15,26.5,84.31,2.2,1.83
2012,5,16,27.62,80.12,1.92,0.78
2012,5,17,27.76,81.5,2.33,0.77
2012,5,18,28.08,80.94,2.55,0.39
2012,5,19,27.96,81.31,2.77,0.59
2012,5,20,27.78,83.75,2.33,0.49
2012,5,21,27.57,81.88,2.38,1.52
2012,5,22,27.21,80.5,2.89,1.04
2012,5,23,27.6,78.56,2.24,0.26
2012,5,24,27.73,81.88,2.5,0.67
2012,5,25,28.11,77.38,2.86,0.51
2012,5,26,27.92,77.75,2.84,0.67
2012,5,27,27.68,80.31,3.04,1.24
2012,5,28,28.09,78.12,2.96,0.65
2012,5,29,27.69,80.75,2.78,0.51
2012,5,30,27.73,80.69,3.13,0.43
2012,5,31,27.62,80.94,2.45,1.52
2012,6,1,27.74,80.75,1.98,2.42
2012,6,2,27.83,82.69,2.41,3.09
2012,6,3,27.87,82.88,2.66,9.33
2012,6,4,27.22,84.12,2.99,19.47
2012,6,5,26.65,85.75,2.75,28.1
2012,6,6,26.42,85.06,2.77,27.68
2012,6,7,25.89,79.75,2.25,14.69
2012,6,8,26.56,81.94,2.24,10.78
2012,6,9,26.77,87.19,2.82,11.37
2012,6,10,26.99,84.44,3.0,8.85
2012,6,11,26.58,84.75,2.68,10.58
2012,6,12,26.26,85.94,2.76,21.25
2012,6,13,26.03,80.0,2.04,8.01
2012,6,14,25.19,85.5,2.18,24.06
2012,6,15,25.4,87.56,2.01,9.19
2012,6,16,25.56,88.06,2.81,21.32
2012,6,17,25.01,88.81,2.92,58.55
2012,6,18,25.61,91.94,3.49,63.51
2012,6,19,26.08,91.12,2.83,44.44
2012,6,20,26.21,88.56,3.12,25.22
2012,6,21,26.03,88.5,2.88,19.56
2012,6,22,25.92,89.94,2.79,10.45
2012,6,23,26.04,88.19,2.45,5.07
2012,6,24,26.21,86.62,2.38,8.06
2012,6,25,26.15,88.31,1.97,5.29
2012,6,26,26.01,89.38,2.43,13.79
2012,6,27,24.89,89.75,2.39,22.4
2012,6,28,24.81,86.31,2.67,20.73
2012,6,29,24.86,87.94,2.52,31.96
2012,6,30,25.23,88.12,2.9,11.25
2012,7,1,24.44,89.31,2.86,24.92
2012,7,2,25.07,90.94,3.12,21.19
2012,7,3,25.68,91.38,3.0,17.0
2012,7,4,25.61,91.0,2.62,11.7
2012,7,5,25.69,90.0,1.97,7.24
2012,7,6,25.92,89.56,2.23,6.74
2012,7,7,26.04,88.5,2.5,14.58
2012,7,8,26.05,90.12,2.66,13.23
2012,7,9,25.74,92.88,3.44,25.28
2012,7,10,25.6,92.12,3.59,30.46
2012,7,11,25.19,88.75,3.39,11.73
2012,7,12,25.62,88.06,3.04,12.27
2012,7,13,25.54,88.88,2.56,6.94
2012,7,14,25.58,90.69,2.9,12.95
2012,7,15,25.75,89.75,2.5,8.09
2012,7,16,25.77,89.38,2.34,3.36
2012,7,17,25.47,89.56,2.24,8.41
2012,7,18,25.21,88.81,1.74,5.66
2012,7,19,25.58,89.06,2.26,5.5
2012,7,20,25.87,89.44,2.91,11.04
2012,7,21,25.9,89.19,3.29,21.26
2012,7,22,25.6,91.0,3.24,14.62
2012,7,23,25.64,90.44,2.74,3.69
2012,7,24,25.49,91.44,2.28,7.81
2012,7,25,25.49,92.69,2.21,15.67
2012,7,26,25.48,91.44,2.39,17.91
2012,7,27,25.24,91.94,2.24,12.34
2012,7,28,25.23,91.56,2.15,8.33
2012,7,29,25.55,90.62,2.33,5.65
2012,7,30,25.68,88.25,2.48,4.49
2012,7,31,25.66,87.44,2.48,4.47
2012,8,1,25.62,85.94,1.9,1.42
2012,8,2,25.31,89.62,2.4,2.74
2012,8,3,25.45,89.94,2.82,8.19
2012,8,4,25.76,88.88,2.7,8.49
2012,8,5,25.65,90.5,2.52,9.28
2012,8,6,25.38,91.06,2.59,40.21
2012,8,7,25.08,89.38,2.48,29.86
2012,8,8,25.29,87.88,2.57,26.66
2012,8,9,24.94,91.31,2.47,24.75
2012,8,10,25.08,91.5,2.31,40.24
2012,8,11,25.4,89.81,2.83,35.55
2012,8,12,24.76,91.75,2.85,31.17
2012,8,13,24.98,86.81,2.09,4.72
2012,8,14,25.37,86.25,1.39,5.49
2012,8,15,25.17,89.62,2.29,3.45
2012,8,16,24.67,92.19,2.8,10.42
2012,8,17,24.79,91.75,3.91,17.84
2012,8,18,24.76,88.19,3.51,10.24
2012,8,19,25.19,88.38,2.24,3.59
2012,8,20,25.34,87.12,2.05,0.4
2012,8,21,25.51,88.31,2.09,0.68
2012,8,22,25.63,88.0,1.45,1.08
2012,8,23,25.51,88.56,1.62,1.43
2012,8,24,25.61,87.69,1.55,8.48
2012,8,25,25.19,91.0,2.61,25.66
2012,8,26,24.83,89.62,3.29,19.15
2012,8,27,24.96,89.81,2.43,28.8
2012,8,28,25.33,89.56,2.58,33.94
2012,8,29,24.68,90.38,3.2,34.08
2012,8,30,24.55,92.75,3.09,38.79
2012,8,31,24.83,92.0,3.12,28.91
2012,9,1,24.75,91.31,1.95,16.53
2012,9,2,25.16,92.0,1.64,14.32
2012,9,3,25.04,92.5,2.73,31.57
2012,9,4,25.05,92.5,2.62,23.67
2012,9,5,25.25,88.19,1.55,6.81
2012,9,6,25.12,91.38,1.51,9.31
2012,9,7,25.02,91.38,1.67,10.44
2012,9,8,25.24,87.88,2.16,12.41
2012,9,9,24.87,89.81,2.7,8.81
2012,9,10,24.51,89.31,1.92,8.71
2012,9,11,25.21,88.31,2.0,11.93
2012,9,12,25.12,88.88,1.67,12.13
2012,9,13,25.6,89.5,2.12,5.46
2012,9,14,25.65,88.81,2.31,8.61
2012,9,15,25.73,89.38,2.63,9.49
2012,9,16,25.97,87.0,2.52,9.77
2012,9,17,25.99,86.5,2.57,4.39
2012,9,18,25.7,86.69,2.1,10.53
2012,9,19,25.98,83.69,2.02,1.3
2012,9,20,25.91,83.94,1.87,0.13
2012,9,21,25.69,83.44,1.61,0.03
2012,9,22,25.87,82.25,1.62,0.03
2012,9,23,25.23,84.88,1.95,0.08
2012,9,24,25.44,83.5,2.45,0.08
2012,9,25,25.35,85.25,2.44,0.18
2012,9,26,25.87,86.06,2.77,0.32
2012,9,27,26.12,84.62,2.84,1.07
2012,9,28,26.01,86.44,2.88,1.17
2012,9,29,26.4,85.06,2.24,1.5
2012,9,30,25.73,87.44,2.4,10.02
2012,10,1,25.87,87.31,2.73,10.21
2012,10,2,25.8,85.12,2.55,10.54
2012,10,3,25.59,79.56,1.87,0.8
2012,10,4,25.71,82.31,1.54,0.25
2012,10,5,26.13,81.25,1.34,0.34
2012,10,6,26.37,84.31,1.68,0.71
2012,10,7,26.44,86.62,2.12,0.67
2012,10,8,26.58,85.31,2.17,6.17
2012,10,9,26.12,84.62,2.2,6.95
2012,10,10,26.06,85.88,2.41,2.21
2012,10,11,26.49,84.25,2.18,3.07
2012,10,12,26.42,82.62,1.5,4.61
2012,10,13,26.33,85.56,1.3,3.99
2012,10,14,25.83,85.81,0.92,14.05
2012,10,15,25.76,84.31,1.48,5.22
2012,10,16,25.76,87.25,1.84,4.45
2012,10,17,26.21,82.31,1.62,3.61
2012,10,18,26.64,77.88,1.12,2.35
2012,10,19,26.74,80.5,1.06,8.4
2012,10,20,26.14,81.94,1.17,20.77
2012,10,21,25.26,85.88,2.18,18.04
2012,10,22,26.42,86.94,2.09,17.79
2012,10,23,26.68,80.19,1.48,3.3
2012,10,24,26.95,80.94,1.03,5.6
2012,10,25,26.67,81.62,1.34,3.94
2012,10,26,26.28,85.5,1.27,15.42
2012,10,27,26.83,78.38,1.22,6.7
2012,10,28,26.6,77.12,1.53,1.81
2012,10,29,26.44,81.31,1.7,6.39
2012,10,30,26.23,79.62,0.95,3.12
2012,10,31,25.55,76.69,0.9,28.26
2012,11,1,24.97,87.19,3.28,26.98
2012,11,2,26.04,83.44,2.44,12.47
2012,11,3,25.81,80.88,1.84,6.42
2012,11,4,25.67,83.06,1.91,7.75
2012,11,5,25.57,78.75,1.38,11.34
2012,11,6,26.11,77.69,1.11,0.16
2012,11,7,26.04,83.06,1.47,1.22
2012,11,8,25.78,84.75,1.69,4.66
2012,11,9,26.35,83.06,1.05,3.55
2012,11,10,26.54,83.81,1.54,4.53
2012,11,11,26.23,84.38,1.52,3.87
2012,11,12,25.93,84.0,1.55,22.08
2012,11,13,26.29,79.25,1.39,4.8
2012,11,14,26.18,67.38,1.25,0.41
2012,11,15,24.9,59.81,1.16,0.0
2012,11,16,25.39,58.31,0.89,0.0
2012,11,17,25.44,69.06,0.83,0.0
2012,11,18,25.58,73.12,1.02,0.0
2012,11,19,25.84,73.19,0.8,0.16
2012,11,20,26.15,74.06,0.91,0.0
2012,11,21,26.26,77.5,1.53,0.0
2012,11,22,26.57,79.75,1.62,0.86
2012,11,23,26.9,83.0,1.66,0.83
2012,11,24,26.58,75.94,1.34,9.38
2012,11,25,26.78,78.62,1.27,1.7
2012,11,26,26.83,75.62,1.08,0.74
2012,11,27,26.8,78.25,1.35,0.36
2012,11,28,26.15,77.12,1.2,0.14
2012,11,29,25.42,70.62,1.54,0.04
2012,11,30,25.2,73.94,1.18,0.01
2012,12,1,25.17,73.31,1.32,0.08
2012,12,2,25.44,71.69,1.35,0.02
2012,12,3,25.57,72.06,1.57,0.02
2012,12,4,26.29,80.0,1.06,2.38
2012,12,5,27.09,77.56,1.73,1.34
2012,12,6,27.47,73.56,1.02,0.18
2012,12,7,26.71,72.12,1.34,0.21
2012,12,8,26.12,72.44,1.32,0.01
2012,12,9,26.44,73.19,1.38,0.02
2012,12,10,26.29,69.5,1.27,0.5
2012,12,11,25.94,68.62,1.23,0.04
2012,12,12,25.75,73.5,1.65,0.02
2012,12,13,26.06,76.56,1.38,0.09
2012,12,14,26.33,75.56,1.48,0.26
2012,12,15,26.01,61.94,1.27,0.27
2012,12,16,25.53,63.38,1.59,0.0
2012,12,17,25.48,62.38,1.75,0.0
2012,12,18,26.15,63.81,1.33,0.0
2012,12,19,26.18,64.94,1.67,0.0
2012,12,20,27.11,68.25,1.54,0.0
2012,12,21,27.37,66.94,1.45,0.12
2012,12,22,26.87,61.5,1.17,0.0
2012,12,23,26.62,60.0,1.39,0.0
2012,12,24,26.34,64.06,1.66,0.0
2012,12,25,26.84,67.75,1.44,0.01
2012,12,26,26.98,67.62,1.38,0.0
2012,12,27,27.28,69.81,1.31,0.0
2012,12,28,27.34,70.69,0.94,0.0
2012,12,29,27.62,74.25,1.31,0.35
2012,12,30,27.37,77.69,1.22,2.0
2012,12,31,27.43,77.94,1.74,1.25
2013,1,1,27.62,73.19,1.56,0.67
2013,1,2,27.41,74.44,1.69,0.09
2013,1,3,27.37,73.56,1.88,0.01
2013,1,4,27.05,75.44,1.98,0.02
2013,1,5,27.23,74.12,1.85,0.01
2013,1,6,27.05,74.06,2.32,0.12
2013,1,7,27.01,72.56,2.17,0.0
2013,1,8,27.14,71.75,2.09,0.02
2013,1,9,27.53,68.25,1.48,0.06
2013,1,10,27.53,69.56,1.87,0.01
2013,1,11,27.28,64.88,1.93,0.0
2013,1,12,27.12,62.0,1.95,0.01
2013,1,13,27.38,64.75,1.72,0.0
2013,1,14,27.05,58.06,1.59,0.0
2013,1,15,27.18,57.94,1.67,0.0
2013,1,16,26.55,54.62,1.53,0.0
2013,1,17,26.41,58.81,1.74,0.0
2013,1,18,26.4,62.81,1.84,0.0
2013,1,19,26.75,64.19,2.1,0.0
2013,1,20,26.87,60.56,1.98,0.0
2013,1,21,26.98,66.44,1.97,0.0
2013,1,22,27.29,57.25,2.03,0.0
2013,1,23,26.93,58.81,1.88,0.0
2013,1,24,26.82,58.88,2.12,0.0
2013,1,25,26.95,61.88,2.18,0.0
2013,1,26,27.12,57.31,2.14,0.0
2013,1,27,27.11,53.56,2.12,0.0
2013,1,28,26.9,58.19,2.26,0.0
2013,1,29,26.85,62.69,1.84,0.05
2013,1,30,27.28,62.56,1.93,0.0
2013,1,31,27.7,58.19,2.05,0.0
2013,2,1,27.59,56.19,1.97,0.01
2013,2,2,27.16,53.94,1.89,0.0
2013,2,3,27.07,57.56,1.99,0.0
2013,2,4,26.9,62.56,1.94,0.0
2013,2,5,27.4,67.25,1.74,0.01
2013,2,6,27.03,73.56,1.7,0.41
2013,2,7,27.55,72.0,1.94,0.75
2013,2,8,27.58,72.12,2.42,0.35
2013,2,9,27.8,68.0,1.98,0.31
2013,2,10,28.68,57.69,1.95,0.2
2013,2,11,28.61,56.56,1.48,0.02
2013,2,12,29.13,57.0,1.5,0.02
2013,2,13,29.24,52.81,1.49,0.0
2013,2,14,28.61,63.62,2.0,5.72
2013,2,15,27.67,71.75,1.83,8.56
2013,2,16,26.72,78.31,1.91,6.86
2013,2,17,26.4,81.19,2.16,7.2
2013,2,18,27.15,74.88,1.91,0.94
2013,2,19,27.73,73.75,1.4,2.86
2013,2,20,28.06,71.0,1.63,0.19
2013,2,21,28.08,66.88,2.05,0.0
2013,2,22,28.05,62.69,1.86,0.0
2013,2,23,27.88,64.88,1.88,0.0
2013,2,24,28.01,66.19,2.07,0.0
2013,2,25,27.83,63.38,1.98,0.0
2013,2,26,27.72,57.25,1.97,0.0
2013,2,27,27.66,64.75,2.0,0.0
2013,2,28,27.84,63.31,1.95,0.0
2013,3,1,28.58,60.25,2.03,0.0
2013,3,2,28.83,53.19,1.77,0.0
2013,3,3,28.93,54.69,1.88,0.0
2013,3,4,28.93,49.56,1.63,0.0
2013,3,5,29.79,56.38,1.41,0.31
2013,3,6,29.3,62.5,1.4,1.11
2013,3,7,28.69,71.06,1.59,9.43
2013,3,8,28.05,72.5,1.25,3.44
2013,3,9,28.51,71.19,1.63,1.14
2013,3,10,28.46,73.31,1.33,0.82
2013,3,11,28.11,77.06,1.51,7.81
2013,3,12,27.7,77.0,1.55,4.89
2013,3,13,28.72,68.56,1.94,0.04
2013,3,14,29.13,63.94,1.88,0.02
2013,3,15,28.97,64.69,1.85,0.17
2013,3,16,28.44,70.31,1.8,0.62
2013,3,17,28.54,71.69,1.63,0.78
2013,3,18,28.12,75.19,1.53,0.45
2013,3,19,28.74,67.56,1.51,0.23
2013,3,20,29.21,68.62,1.97,0.01
2013,3,21,29.12,67.69,1.73,0.07
2013,3,22,29.33,64.06,2.02,0.03
2013,3,23,28.94,64.88,1.95,0.25
2013,3,24,29.26,64.38,2.3,0.28
2013,3,25,28.81,68.0,1.91,2.68
2013,3,26,28.83,67.44,2.22,1.25
2013,3,27,29.15,69.5,2.2,0.42
2013,3,28,28.83,71.62,2.14,0.73
2013,3,29,29.17,68.75,2.76,0.11
2013,3,30,28.98,65.88,2.55,0.01
2013,3,31,28.77,67.62,2.18,0.03
2013,4,1,28.74,69.38,2.13,0.03
2013,4,2,28.87,68.0,2.49,0.07
2013,4,3,29.19,69.44,2.54,1.37
2013,4,4,29.12,67.69,3.04,0.38
2013,4,5,29.11,68.25,2.6,0.79
2013,4,6,28.46,70.69,2.88,0.21
2013,4,7,28.9,68.25,2.88,0.0
2013,4,8,29.91,64.44,2.5,0.0
2013,4,9,29.33,69.94,1.95,0.02
2013,4,10,28.66,73.38,1.88,0.05
2013,4,11,29.03,70.69,2.29,0.06
2013,4,12,29.88,66.81,2.19,0.0
2013,4,13,29.62,69.38,1.95,0.1
2013,4,14,29.41,68.62,1.87,0.17
2013,4,15,28.87,71.31,2.45,0.73
2013,4,16,29.23,67.19,2.9,0.1
2013,4,17,28.94,65.25,3.09,0.0
2013,4,18,28.46,67.06,2.98,0.0
2013,4,19,28.8,62.62,2.82,0.0
2013,4,20,28.52,65.31,2.77,0.01
2013,4,21,28.34,65.19,2.59,0.0
2013,4,22,28.49,68.5,2.24,0.03
2013,4,23,29.01,68.88,2.29,0.63
2013,4,24,29.44,66.62,1.95,0.98
2013,4,25,29.46,68.38,2.19,0.26
2013,4,26,27.8,75.81,1.68,0.92
2013,4,27,28.83,72.62,1.44,1.69
2013,4,28,28.03,80.06,2.17,3.59
2013,4,29,28.15,81.56,2.83,1.4
2013,4,30,29.87,69.62,2.18,0.35
2013,5,1,29.93,71.0,1.58,1.13
2013,5,2,29.07,75.75,1.74,1.45
2013,5,3,28.7,79.44,2.28,3.65
2013,5,4,28.57,79.12,2.73,1.32
2013,5,5,28.41,78.31,2.79,3.09
2013,5,6,28.83,79.06,2.91,2.93
2013,5,7,28.27,73.88,2.71,1.63
2013,5,8,28.95,74.38,2.63,2.2
2013,5,9,29.19,76.06,2.48,2.18
2013,5,10,28.76,79.12,2.59,3.43
2013,5,11,28.57,78.75,2.6,2.76
2013,5,12,27.86,79.06,2.85,4.9
2013,5,13,27.19,80.81,3.28,2.37
2013,5,14,27.92,76.25,3.49,1.07
2013,5,15,28.3,69.88,3.11,0.62
2013,5,16,28.49,67.69,2.53,0.32
2013,5,17,28.86,71.25,2.69,0.21
2013,5,18,28.83,73.88,2.5,0.76
2013,5,19,28.86,77.5,2.28,4.11
2013,5,20,28.45,82.06,2.3,21.99
2013,5,21,28.46,72.75,1.45,8.33
2013,5,22,28.23,77.94,2.3,2.94
2013,5,23,28.51,76.38,2.3,1.67
2013,5,24,28.21,80.94,2.7,2.61
2013,5,25,27.24,84.12,2.6,16.95
2013,5,26,26.34,85.19,2.83,14.47
2013,5,27,26.63,85.56,3.19,8.39
2013,5,28,26.33,83.81,2.68,6.77
2013,5,29,26.91,81.75,3.22,5.63
2013,5,30,26.94,84.81,3.45,20.42
2013,5,31,25.78,87.75,2.99,28.96
2013,6,1,26.3,82.94,4.04,19.21
2013,6,2,25.74,87.56,3.93,51.94
2013,6,3,26.31,88.44,3.47,33.59
2013,6,4,26.8,83.69,2.46,2.35
2013,6,5,26.89,84.56,2.57,8.58
2013,6,6,26.69,85.31,3.53,25.62
2013,6,7,26.03,83.69,3.19,24.51
2013,6,8,25.96,83.38,3.55,34.52
2013,6,9,25.87,84.44,2.72,20.1
2013,6,10,26.27,87.0,2.59,30.01
2013,6,11,26.3,89.38,3.34,39.32
2013,6,12,26.22,91.38,3.16,35.16
2013,6,13,26.17,90.94,2.83,29.55
2013,6,14,26.4,90.62,3.83,34.6
2013,6,15,26.43,91.25,3.97,43.66
2013,6,16,26.41,91.12,3.52,58.77
2013,6,17,25.73,92.56,2.62,67.04
2013,6,18,25.49,92.62,2.89,47.39
2013,6,19,25.17,91.81,3.28,39.1
2013,6,20,25.44,92.44,3.1,18.4
2013,6,21,25.34,92.62,2.97,28.94
2013,6,22,25.3,91.06,3.61,56.69
2013,6,23,25.82,91.56,3.52,47.39
2013,6,24,26.12,91.25,3.78,50.19
2013,6,25,26.2,92.0,3.41,48.99
2013,6,26,26.11,92.62,3.18,43.27
2013,6,27,25.63,91.69,2.48,26.12
2013,6,28,25.3,89.44,2.16,14.34
2013,6,29,25.23,88.81,1.94,8.07
2013,6,30,25.02,91.69,2.36,17.67
2013,7,1,24.99,87.19,2.59,17.22
2013,7,2,25.3,90.5,3.45,59.08
2013,7,3,24.99,90.44,3.58,55.1
2013,7,4,25.73,91.06,3.35,60.98
2013,7,5,25.78,91.56,3.06,36.04
2013,7,6,25.48,89.12,3.2,46.03
2013,7,7,25.01,91.12,3.58,32.59
2013,7,8,25.26,88.75,3.47,24.05
2013,7,9,24.94,90.69,3.33,31.68
2013,7,10,25.02,88.38,3.51,25.01
2013,7,11,24.86,88.75,3.31,18.79
2013,7,12,24.41,90.44,3.45,42.67
2013,7,13,25.0,92.44,2.57,24.32
2013,7,14,25.08,92.56,2.88,18.49
2013,7,15,25.38,92.38,3.05,23.03
2013,7,16,24.87,92.12,3.48,30.84
2013,7,17,24.97,91.19,2.59,20.47
2013,7,18,25.19,91.25,3.09,26.44
2013,7,19,24.72,92.06,3.65,54.26
2013,7,20,24.86,91.06,2.62,48.19
2013,7,21,24.62,92.38,2.8,56.84
2013,7,22,24.8,91.62,2.59,29.22
2013,7,23,24.82,92.31,3.01,33.78
2013,7,24,24.94,90.75,3.61,42.27
2013,7,25,24.77,93.19,2.72,53.0
2013,7,26,24.55,91.06,3.11,43.03
2013,7,27,24.64,91.0,2.47,36.72
2013,7,28,24.75,90.94,2.7,32.5
2013,7,29,24.55,90.19,1.84,12.35
2013,7,30,24.91,91.88,2.48,13.0
2013,7,31,25.3,90.88,2.94,19.36
